,index,instruction
2617,548,"###User:
Prerequisite: MBA Core (CMS2 172, CMS2 601, CMS2 318, CMS2 167, and CMS2 378) or (CMS2 779, CMS2 404, CMS2 546, CMS2 342, CMS2 260, CMS2 135, CMS2 160, CMS2 589, CMS2 626, CMS2 712, CMS2 571, CMS2 529).

###Answer:
['|', ['&', 'CMS2 172', 'CMS2 601', 'CMS2 318', 'CMS2 167', 'CMS2 378'], ['&', 'CMS2 779', 'CMS2 404', 'CMS2 546', 'CMS2 342', 'CMS2 260', 'CMS2 135', 'CMS2 160', 'CMS2 589', 'CMS2 626', 'CMS2 712', 'CMS2 571', 'CMS2 529']]"
2618,1060,"###User:
Prerequisite: CHEM 281 (formerly CHEM 618)

###Answer:
'CHEM 281'"
2619,81,"###User:
Prerequisites: NUR1/BREE 513 or MURG 588; and one of ENGL 353, FIGG 578 or MUSR 720; or permission of instructor

###Answer:
['&', ['|', 'NUR1 513', 'BREE 513', 'MURG 588'], ['|', 'ENGL 353', 'FIGG 578', 'MUSR 720']]"
2620,4444,"###User:
Prerequisite: CPDV 767J2

###Answer:
'CPDV 767J2'"
2621,1440,"###User:
Prerequisite(s): NRSC 390

###Answer:
'NRSC 390'"
2622,1723,"###User:
Prerequisite: CHEE 420

###Answer:
'CHEE 420'"
2623,372,"###User:
Prerequisites: ANSC 699 or ANSC 656; ANSC 534, MUPG 584, and ANSC 443 or ANSC 510.

###Answer:
['&', ['|', 'ANSC 699', 'ANSC 656'], 'ANSC 534', 'MUPG 584', ['|', 'ANSC 443', 'ANSC 510']]"
2624,1388,"###User:
Prerequisite: GEOG 169J2

###Answer:
'GEOG 169J2'"
2625,2612,"###User:
Prerequisite: EDES 459 recommended.

###Answer:
'EDES 459'"
2626,2747,"###User:
Prerequisite: BBME 412D1

###Answer:
'BBME 412D1'"
2627,1868,"###User:
Prerequisite: ENGL 501D1

###Answer:
'ENGL 501D1'"
2628,2880,"###User:
Corequisite: EDSP 699

###Answer:
'EDSP 699'"
2629,3147,"###User:
Prerequisites: MUEN 651 or MUEN 299, and MUEN 221 or MUEN 601 or MUEN 608

###Answer:
['&', ['|', 'MUEN 651', 'MUEN 299'], ['|', 'MUEN 221', 'MUEN 601', 'MUEN 608']]"
2630,657,"###User:
Prerequisites: GEOG 544 or ARTE 719 or exemption by examination.

###Answer:
['|', 'GEOG 544', 'ARTE 719']"
2631,78,"###User:
Corequisites: RELG 725 or PSYT 725 or PRV2 647

###Answer:
['|', 'RELG 725', 'PSYT 725', 'PRV2 647']"
2632,4119,"###User:
Prerequisite: PRV3 320 

###Answer:
'PRV3 320'"
2633,2018,"###User:
Prerequisite: ONCO 114D1

###Answer:
'ONCO 114D1'"
2634,2833,"###User:
Prerequisite(s): MIMM 647

###Answer:
'MIMM 647'"
2635,4252,"###User:
Prerequisite(s): ONCO 191, and one of CCS2 281, CCS2 254, CCS2 281, or CCS2 752 or permission from the instructor.

###Answer:
['&', 'ONCO 191', ['|', 'CCS2 281', 'CCS2 254', 'CCS2 281', 'CCS2 752']]"
2636,2444,"###User:
Prerequisite: One of the following: EDPH 593; CLAS 593, CLAS 478, CLAS 573, CLAS 241, CLAS 768; or permission of the instructor.

###Answer:
['|', 'EDPH 593','CLAS 593', 'CLAS 478', 'CLAS 573','CLAS 241','CLAS 768']"
2637,67,"###User:
Prerequisites: CANS 350 or equivalent and CANS 430 or permission of the instructor

###Answer:
['&', 'CANS 350', 'CANS 430']"
2638,76,"###User:
Prerequisites: TRNS 258 (or ANATP equivalent), LACS 534 and LACS 513

###Answer:
['&', 'TRNS 258', 'LACS 534', 'LACS 513']"
2639,967,"###User:
Prerequisite: TRNS 457 or equivalent 

###Answer:
'TRNS 457'"
2640,2441,"###User:
Prerequisites: EPSC 545 and one of: EPSC 659, EPSC 502, EPSC 266, EPSC 660, EPSC 704

###Answer:
['&', 'EPSC 545', ['|', 'EPSC 659', 'EPSC 502', 'EPSC 266', 'EPSC 660', 'EPSC 704']]"
2641,3607,"###User:
Prerequisite: GERM 607

###Answer:
'GERM 607'"
2642,3009,"###User:
Prerequisite: RELG 537 or permission of instructor

###Answer:
'RELG 537'"
2643,3567,"###User:
Prerequisites: MATH 779

###Answer:
'MATH 779'"
2644,3140,"###User:
Prerequisite(s): RETL 390 or RETL 405, and RETL 708 or RETL 335, and ACCT 640 or ACCT 411 or ACCT 558 or equivalent.

###Answer:
['&', ['|', 'RETL 390', 'RETL 405'], ['|', 'RETL 708', 'RETL 335'], ['|', 'ACCT 640', 'ACCT 411', 'ACCT 558']]"
2645,150,"###User:
Prerequisites: CLAS 544

###Answer:
'CLAS 544'"
2646,453,"###User:
Prerequisites: POLI 194 or equivalent, and permission of instructor; POLI 184 recommended

###Answer:
'POLI 194'"
2647,3821,"###User:
Prerequisite(s): IPEA 409

###Answer:
'IPEA 409'"
2648,3429,"###User:
Prerequisite: FACC 546D1

###Answer:
'FACC 546D1'"
2649,52,"###User:
Prerequisites: EDKP 642 or EDKP 422 or MUAR 180or MUAR 570 or equivalent.

###Answer:
['|', 'EDKP 642', 'EDKP 422', 'MUAR 180', 'MUAR 570']"
2650,396,"###User:
Prerequisites: WILD 728 or permission of instructor, NUR2 636 or equivalent (any coding experience or permission of the instructor).

###Answer:
['&', 'WILD 728', 'NUR2 636']"
2651,49,"###User:
Corequisite: MUGT 797 or equivalent.

###Answer:
'MUGT 797'"
2652,1509,"###User:
Prerequisite: CPDV 421N1

###Answer:
'CPDV 421N1'"
2653,1117,"###User:
Prerequisite(s): PLNT 555 or similar course or permission of instructor.

###Answer:
'PLNT 555'"
2654,36,"###User:
Corequisite(s): PRV5 437, PRV5 550, PRV5 428

###Answer:
['&', 'PRV5 437', 'PRV5 550', 'PRV5 428']"
2655,1741,"###User:
Prerequisites: EDER 549, INFS 267, EDER 451, and (EDER 517 or WOOD 576) or equivalents.

###Answer:
['&', 'EDER 549', 'INFS 267', 'EDER 451', ['|', 'EDER 517', 'WOOD 576']]"
2656,1722,"###User:
Prerequisite: AFRI 342

###Answer:
'AFRI 342'"
2657,402,"###User:
Prerequisite: MIMM 765 or equivalent.

###Answer:
'MIMM 765'"
2658,1165,"###User:
Prerequisite: CMPL 155D1

###Answer:
'CMPL 155D1'"
2659,4183,"###User:
Corequisite: CHSS 316 or higher level calculus course.

###Answer:
'CHSS 316'"
2660,3153,"###User:
Prerequisites: FREN 323 or FREN 135 or FREN 368; FREN 601 or FREN 137 or BUSA 550 or CCOM 506; or permission of the instructor

###Answer:
['&', ['|', 'FREN 323', 'FREN 135', 'FREN 368'], ['|', 'FREN 601', 'FREN 137', 'BUSA 550', 'CCOM 506']]"
2661,4402,"###User:
Prerequisite: BUS1 249D1.

###Answer:
'BUS1 249D1'"
2662,2189,"###User:
Prerequisite: PRV2 377D1.

###Answer:
'PRV2 377D1'"
2663,1126,"###User:
Corequisite: CIVE 634

###Answer:
'CIVE 634'"
2664,4125,"###User:
Prerequisite: Knowledge of differential equations at the CEC2 601 level or equivalent.

###Answer:
'CEC2 601'"
2665,1529,"###User:
Prerequisite: BBME 370D1

###Answer:
'BBME 370D1'"
2666,3245,"###User:
Prerequisite: FRSL 105 

###Answer:
'FRSL 105'"
2667,3528,"###User:
Prerequisites: SEAD 628, CEN2 209, BTEC 674 and PHTH 186; or SEAD 783, CEN2 675, BTEC 674 and PHTH 186; or permission of instructor

###Answer:
['|', ['&', 'SEAD 628', 'CEN2 209', 'BTEC 674', 'PHTH 186'], ['&', 'SEAD 783', 'CEN2 675', 'BTEC 674', 'PHTH 186']]"
2668,4711,"###User:
Prerequisite: LSCI 243D1

###Answer:
'LSCI 243D1'"
2669,134,"###User:
Prerequisite: EDSL 341, or EDSL 738, or ELEC 164, or CFIN 290 or EDGC 156, or EDGC 559, or permission of instructor

###Answer:
['|', 'EDSL 341', 'EDSL 738', 'ELEC 164', 'CFIN 290', 'EDGC 156', 'EDGC 559']"
2670,567,"###User:
Corequisite: ESYS 138

###Answer:
'ESYS 138'"
2671,1064,"###User:
Prerequisites: ARTE 281, ARCH 702 (a D grade is acceptable for prerequisite purposes)

###Answer:
['&', 'ARTE 281', 'ARCH 702']"
2672,758,"###User:
Prerequisites: PLNT 197 and PLNT 623 or Entrance Placement Test or Permission of the Director

###Answer:
['&', 'PLNT 197', 'PLNT 162']"
2673,385,"###User:
Prerequisite: FRSL 790 or permission of instructor.

###Answer:
'FRSL 790'"
2674,1965,"###User:
Prerequisite: NEUR 780 

###Answer:
'NEUR 780'"
2675,3112,"###User:
Prerequisites: AEBI 159 or AEBI 518, AEBI 192 or equivalent, AEBI 692

###Answer:
['&', ['|', 'AEBI 159', 'AEBI 518'], 'AEBI 192', 'AEBI 692']"
2676,2826,"###User:
Prerequisites: ACCT 748, ACCT 683, ACCT 215

###Answer:
['&', 'ACCT 748', 'ACCT 683', 'ACCT 215']"
2677,1601,"###User:
Prerequisite(s): QCST 279D1/D2 or permission of the instructor.

###Answer:
'QCST 279D1'"
2678,840,"###User:
Corequisite(s): RETL 686

###Answer:
'RETL 686'"
2679,1492,"###User:
Prerequisite: FINE 799.

###Answer:
'FINE 799'"
2680,1535,"###User:
Prerequisite: AECH 733D1

###Answer:
'AECH 733D1'"
2681,1513,"###User:
Prerequisite: CSCI 511D1

###Answer:
'CSCI 511D1'"
2682,2210,"###User:
Prerequisite(s): FIGS 444, or equivalent, or permission of the instructor.

###Answer:
'FIGS 444'"
2683,3699,"###User:
Prerequisite: WMST 464

###Answer:
'WMST 464'"
2684,3520,"###User:
Prerequisite: CHSS 319D1/D2 or CORG 672

###Answer:
['|', ['&', 'CHSS 319D1', 'CHSS 319D2'], 'CORG 672']"
2685,1371,"###User:
Prerequisite: LING 143D1

###Answer:
'LING 143D1'"
2686,293,"###User:
Prerequisite(s): CMS2 147; MUPD 384 and MUPD 311; HIST 149, HIST 494 and HIST 699; CEC2 115 and CEC2 477; or the equivalents of these courses

###Answer:
['&', 'CMS2 147', 'MUPD 384', 'MUPD 311', 'HIST 149', 'HIST 494', 'HIST 699', 'CEC2 115', 'CEC2 477']"
2687,4442,"###User:
Prerequisite: MUPP 120D1

###Answer:
'MUPP 120D1'"
2688,403,"###User:
Corequisite: MATH/MHEC 433 and CINC/PLAI 433

###Answer:
['&', ['|', 'MATH 433', 'MHEC 433'], ['|', 'CINC 433', 'PLAI 433']]"
2689,4278,"###User:
Prerequisite: EDPD 635 or a course in American history

###Answer:
'EDPD 635'"
2690,2383,"###User:
Prerequisite: CCFC 530N1

###Answer:
'CCFC 530N1'"
2691,2573,"###User:
Prerequisite: Successful completion of any Survey of Literature (CEC2 104, CEC2 529, CEC2 595, CEC2 422) or permission of the instructor.  Note: Course taught in Spanish.

###Answer:
['|', 'CEC2 104', 'CEC2 529', 'CEC2 595', 'CEC2 422']"
2692,550,"###User:
Prerequisite: MPCO 351D1

###Answer:
'MPCO 351D1'"
2693,640,"###User:
Prerequisites:  INDG 394, (INDG 458 or INDG 496), (RUSS 738 or RUSS 601) and (EDPI 538 or EDPI 562)

###Answer:
['&', 'INDG 394', ['|', 'INDG 458', 'INDG 496'], ['|', 'RUSS 738', 'RUSS 601'], ['|', 'EDPI 538', 'EDPI 562']]"
2694,136,"###User:
Prerequisite: PSYC 564 or PSYC 757 or PSYC 424 or permission of instructor.

###Answer:
['|', 'PSYC 564', 'PSYC 757', 'PSYC 424']"
2695,2944,"###User:
Prerequisite(s): CIAM 446D1/D2 or permission of the instructor.

###Answer:
'CIAM 446D1'"
2696,1551,"###User:
Prerequisite: ENVB 705.

###Answer:
'ENVB 705'"
2697,2139,"###User:
Prerequisite: ELEC 328.

###Answer:
'ELEC 328'"
2698,1102,"###User:
Prerequisite: BIOS 210 or Permission of Instructor.

###Answer:
'BIOS 210'"
2699,1953,"###User:
Prerequisites: GLIS 102 AND FINE 684 or equivalent.

###Answer:
['&', 'GLIS 102', 'FINE 684']"
2700,671,"###User:
Prerequisite(s): (HSEL 584 or EPIB 131 or EPIB 329) and EPIB 525 or Departmental Approval

###Answer:
['&', ['|', 'HSEL 584', 'EPIB 131', 'EPIB 329'], 'EPIB 525']"
2701,951,"###User:
Prerequisite: FIGI 213 

###Answer:
'FIGI 213'"
2702,2140,"###User:
Prerequisite: WILD 106.

###Answer:
'WILD 106'"
2703,521,"###User:
Prerequisite: MUPD 342.

###Answer:
'MUPD 342'"
2704,715,"###User:
Prerequisites: AEBI 462

###Answer:
'AEBI 462'"
2705,538,"###User:
Prerequisite(s): PRV5 402, PRV5 278, PRV5 587, INLG 402, INLG 278, INLG 587, HSED 402, HSED 278

###Answer:
['&', 'PRV5 402', 'PRV5 278', 'PRV5 587', 'INLG 402', 'INLG 278', 'INLG 587', 'HSED 402', 'HSED 278']"
2706,263,"###User:
Prerequisite (Undergraduate): RELG 593, RELG 741, a previous course in fluid dynamics (such as FAES 650), or permission of instructor

###Answer:
['&', 'RELG 593', 'RELG 741', 'FAES 650']"
2707,2721,"###User:
Prerequisite: PHTH 443D1

###Answer:
'PHTH 443D1'"
2708,458,"###User:
Prerequisites: Permission of instructor.  BTEC 610 and HSED 674, or their equivalents.

###Answer:
['&', 'BTEC 610', 'EDIN 674']"
2709,1464,"###User:
Prerequisite: EDLE 709J2

###Answer:
'EDLE 709J2'"
2710,3685,"###User:
Prerequisite: CCLW 556

###Answer:
'CCLW 556'"
2711,952,"###User:
Prerequisite: CLAS 451

###Answer:
'CLAS 451'"
2712,1069,"###User:
Corequisite: MATH 165

###Answer:
'MATH 165'"
2713,144,"###User:
Prerequisite: PAED 158 or PAED 280 or PAED 257 or PAED 139 or PAED 173 or permission of instructor

###Answer:
['|', 'PAED 158', 'PAED 280', 'PAED 257', 'PAED 139', 'PAED 173']"
2714,4217,"###User:
Prerequisite: MATH 134.

###Answer:
'MATH 134'"
2715,1532,"###User:
Corequisites: ARTE 544 and ARTE 760 or ARTE 648D1/D2 or ARTE 235D1/D2.

###Answer:
['|', ['&', 'ARTE 544', 'ARTE 760'], 'ARTE 648D1', 'ARTE 648D2', 'ARTE 235D1', 'ARTE 235D2' ]"
2716,104,"###User:
Prerequisite(s): ENVB 169 or ENVB 350 or PRV3 770

###Answer:
['|', 'ENVB 169', 'ENVB 350', 'PRV3 770']"
2717,2396,"###User:
Prerequisite: FIGN 386.

###Answer:
'FIGN 386'"
2718,3714,"###User:
Prerequisite: GSFS 669

###Answer:
'GSFS 669'"
2719,3363,"###User:
Prerequisites: WOOD 583 and instructor permission

###Answer:
'WOOD 583'"
2720,2515,"###User:
Prerequisite: EDUM 703N1

###Answer:
'EDUM 703N1'"
2721,188,"###User:
Prerequisites: CFRN 123 and CFRN 774

###Answer:
['&', 'CFRN 123', 'CFRN 774']"
2722,2913,"###User:
Prerequisite: EDEE 718 or permission of instructor.

###Answer:
'EDEE 718'"
2723,1036,"###User:
Prerequisite: FINE 155J1

###Answer:
'FINE 155J1'"
2724,2590,"###User:
Prerequisite: Successful completion of any Survey of Literature (FIGE 644, FIGE 674, FIGE 353, FIGE 579) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'FIGE 644', 'FIGE 674', 'FIGE 353', 'FIGE 579']"
2725,1397,"###User:
Prerequisite: GLIS 666J1

###Answer:
'GLIS 666J1'"
2726,2881,"###User:
Prerequisite(s): MPMC 251

###Answer:
'MPMC 251'"
2727,1407,"###User:
Prerequisite: PSYC 127J2

###Answer:
'PSYC 127J2'"
2728,3219,"###User:
Prerequisite: MUJZ 650D1

###Answer:
'MUJZ 650D1'"
2729,103,"###User:
Prerequisite: MRKT 661 (or equivalent, or permission)

###Answer:
'MRKT 661'"
2730,3150,"###User:
Prerequisite: FIGN 260.

###Answer:
'FIGN 260'"
2731,3397,"###User:
Prerequisite: CIVE 358 or equivalent 

###Answer:
'CIVE 358'"
2732,192,"###User:
Prerequisite: GERM 334 

###Answer:
'GERM 334'"
2733,160,"###User:
Prerequisites: UQAC 250 or UQAC 177.

###Answer:
['|', 'UQAC 250', 'UQAC 177']"
2734,259,"###User:
Prerequisite(s): PSYC 250 or PSYC 272, PSYC 188 or PSYC 612, CIAM 572 or CIAM 494, and CIAM 305

###Answer:
['&', ['|', 'PSYC 250', 'PSYC 272'], ['|', 'PSYC 188', 'PSYC 612'], ['|', 'CIAM 572', 'CIAM 494'], 'CIAM 305']"
2735,3367,"###User:
Prerequisite(s): FIGN 414 and (FIGN 345 or QCST 666) and (FIGN 284 or QCST 345)

###Answer:
['&', 'FIGN 414', ['|', 'FIGN 345', 'QCST 666'], ['|', 'FIGN 284', 'QCST 345']]"
2736,335,"###User:
Prerequisites: PSYT 295 or EDPC 295 or INTG698, EDPC 468, one of CIVE 503 or INTG 426; one of PSYT 609 or EDPC 460; PSYT 705 recommended

###Answer:
['&', ['|', 'PSYT 295', 'EDPC 295', 'INTG 698'], 'EDPC 468', ['|', 'NUR1 503', 'INTG 426'], ['&', 'PSYT 609', 'EDPC 460']]"
2737,485,"###User:
Prerequisite: COMP 189 (formerly ELEC 189)

###Answer:
'COMP 189'"
2738,187,"###User:
Prerequisites: LIBA 761 and LIBA 146

###Answer:
['&', 'LIBA 761', 'LIBA 146']"
2739,3221,"###User:
Prerequisites: EAST 241, PHIL 502. Pre-/Co-requisite: PHIL 569.

###Answer:
['&', 'EAST 241', 'PHIL 502', 'PHIL 569']"
2740,191,"###User:
Prerequisite: CPL2 302 or permission of instructor 

###Answer:
'CPL2 302'"
2741,2896,"###User:
Prerequisite: MHEC 201D1

###Answer:
'MHEC 201D1'"
2742,185,"###User:
Prerequisite(s): QCST 172

###Answer:
'QCST 172'"
2743,1727,"###User:
Prerequisite: RELG 445 and permission of the instructor.

###Answer:
'RELG 445'"
2744,3284,"###User:
Prerequisites: EDEE 204 or EDEE 264 or equivalent, and EDEE 698 or EDEE 568 or equivalent.

###Answer:
['&', ['|', 'EDEE 204', 'EDEE 264'], ['|', 'EDEE 698', 'EDEE 568']]"
2745,3904,"###User:
Prerequisite: CINC 548

###Answer:
'CINC 548'"
2746,3447,"###User:
Prerequisite(s): COMP 296, COMP 331, COMP 405 (COMP 183 highly recommended).

###Answer:
['&', 'COMP 296', 'COMP 331', 'COMP 405']"
2747,1870,"###User:
Prerequisites: RADD 729, RADD 374, RADD 617, RADD 470, FACC 294, (AFRI 392 or AFRI 392D1/D2), (FACC 175 or FACC 175D1/D2).

###Answer:
['&', 'RADD 729', 'RADD 374', 'RADD 617', 'RADD 470', 'FACC 294', ['|', 'AFRI 392', ['&', 'AFRI 392D1', 'AFRI 392D2']], ['|', 'FACC 175', ['&', 'FACC 175D1', 'FACC 175D2']]]"
2748,1575,"###User:
Prerequisites: ARTH 306 or ARTH 106 and one of ARTH 782, ARTH 522 

###Answer:
['&', ['|', 'ARTH 306', 'ARTH 106'], 'ARTH 782', 'ARTH 522']"
2749,3705,"###User:
Prerequisite: AEHM 444 or equivalent or permission of the instructor

###Answer:
'AEHM 444'"
2750,3611,"###User:
Prerequisite: EDSL 160

###Answer:
'EDSL 160'"
2751,210,"###User:
Prerequisite: CSPN 711 or permission of instructor 

###Answer:
'CSPN 711'"
2752,3076,"###User:
Prerequisite: MGCR 550

###Answer:
'MGCR 550'"
2753,420,"###User:
Prerequisite: EPSC 278D1.

###Answer:
'EPSC 278D1'"
2754,2299,"###User:
Prerequisite: LLCU 200N1

###Answer:
'LLCU 200N1'"
2755,4729,"###User:
Prerequisite: BMDE 455

###Answer:
'BMDE 455'"
2756,3383,"###User:
Prerequisites: (FIGI 757 and NUR1 671 and NUR1 526) or (PHAR 519 and PHAR 108) or permission of instructor

###Answer:
['|', ['&', 'FIGI 757', 'NUR1 671', 'NUR1 526'], ['&', 'PHAR 519', 'PHAR 108']]"
2757,2810,"###User:
Prerequisite: PRV4 524.

###Answer:
'PRV4 524'"
2758,2594,"###User:
Prerequisite: REDM 199D1

###Answer:
'REDM 199D1'"
2759,31,"###User:
Prerequisite(s): Any two of the following:  SCSD 170, SCSD 286, SCSD 307, SCSD 333.

###Answer:
['|', ['&', 'SCSD 170', 'SCSD 286'], ['&', 'SCSD 170', 'SCSD 307'], ['&', 'SCSD 170', 'SCSD 333'], ['&', 'SCSD 286', 'SCSD 307'], ['&', 'SCSD 286', 'SCSD 333'], ['&', 'SCSD 307', 'SCSD 333']]"
2760,4123,"###User:
Prerequisite: CMPL 664 

###Answer:
'CMPL 664'"
2761,3922,"###User:
Prerequisite: OCCH 212 or permission of the instructor.

###Answer:
'OCCH 212'"
2762,2593,"###User:
Prerequisite: Successful completion of any Survey of Literature (PUB3 549, PUB3 589, PUB3 575, PUB3 490) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'PUB3 549', 'PUB3 589', 'PUB3 575', 'PUB3 490']"
2763,4676,"###User:
Prerequisite: GERM 295D1

###Answer:
'GERM 295D1'"
2764,3622,"###User:
Prerequisite(s): PUB3 155

###Answer:
'PUB3 155'"
2765,3240,"###User:
Prerequisites: POTH 130, MUPD 558, REDM 158, REDM 329.

###Answer:
['&', 'POTH 130', 'MUPD 558', 'REDM 158', 'REDM 329']"
2766,4334,"###User:
Prerequisite: PUB2 257D1

###Answer:
'PUB2 257D1'"
2767,1506,"###User:
Prerequisite: HSSM 415D1

###Answer:
'HSSM 415D1'"
2768,3419,"###User:
Prerequisite: CCAU 257N1

###Answer:
'CCAU 257N1'"
2769,4452,"###User:
Prerequisite: BTEC 396D1

###Answer:
'BTEC 396D1'"
2770,3186,"###User:
Prerequisite: PUB3 334

###Answer:
'PUB3 334'"
2771,2023,"###User:
Prerequisites: CCTX 797 - Advanced Research Seminar 1, CCTX 584 - Advanced Research Seminar 2, CCTX 100 - Advanced Research Seminar 3

###Answer:
['&', 'CCTX 797', 'CCTX 584', 'CCTX 100']"
2772,4244,"###User:
Prerequisite: MUMT 675

###Answer:
'MUMT 675'"
2773,2407,"###User:
Prerequisite(s): (BIOS 307 OR BIOS 726 OR Instructor's approval) AND (MUMT 307 OR MUMT 715 OR Instructor's approval)

###Answer:
['&', ['|', 'BIOS 307', 'BIOS 726'], ['|', 'MUMT 307', 'MUMT 715']]"
2774,255,"###User:
Corequisites: GEOG 783, FMTP 471, MPCO 197 or permission of the Program Director

###Answer:
['&', 'GEOG 783', 'FMTP 471', 'MPCO 197']"
2775,2578,"###User:
Prerequisite: Successful completion of any Survey of Literature (FSCI 679, FSCI 314, FSCI 429, FSCI 659) or permission of the instructor.

###Answer:
['|', 'FSCI 679', 'FSCI 314', 'FSCI 429', 'FSCI 659']"
2776,257,"###User:
Prerequisite(s): Two courses from the following list: EAST 531, EAST 787,EAST 146, EAST 403, OPTH 117, OPTH 352, ANAE 531, ANAE 604, ANAE 308, ANAE 331, ANAE 229, MSUS 627, MSUS 139, MSUS 448, ARTE 456.

###Answer:
['|', ['&', 'EAST 531', 'EAST 787'], ['&', 'EAST 531', 'EAST 146'], ['&', 'EAST 531', 'EAST 403'], ['&', 'EAST 531', 'OPTH 117'], ['&', 'EAST 531', 'OPTH 352'], ['&', 'EAST 531', 'ANAE 531'], ['&', 'EAST 531', 'ANAE 308'], ['&', 'EAST 531', 'ANAE 331'], ['&', 'EAST 531', 'ANAE 229'], ['&', 'EAST 531', 'MSUS 627'], ['&', 'EAST 531', 'MSUS 139'], ['&', 'EAST 531', 'MSUS 448'], ['&', 'EAST 531', 'ARTE 456'], ['&', 'EAST 787', 'EAST 146'], ['&', 'EAST 787', 'EAST 403'], ['&', 'EAST 787', 'OPTH 117'], ['&', 'EAST 787', 'OPTH 352'], ['&', 'EAST 787', 'ANAE 531'], ['&', 'EAST 787', 'ANAE 308'], ['&', 'EAST 787', 'ANAE 331'], ['&', 'EAST 787', 'ANAE 229'], ['&', 'EAST 787', 'MSUS 627'], ['&', 'EAST 787', 'MSUS 139'], ['&', 'EAST 787', 'MSUS 448'], ['&', 'EAST 787', 'ARTE 456'], ['&', 'EAST 146', 'EAST 403'], ['&', 'EAST 146', 'OPTH 117'], ['&', 'EAST 146', 'OPTH 352'], ['&', 'EAST 146', 'ANAE 531'], ['&', 'EAST 146', 'ANAE 308'], ['&', 'EAST 146', 'ANAE 331'], ['&', 'EAST 146', 'ANAE 229'], ['&', 'EAST 146', 'MSUS 627'], ['&', 'EAST 146', 'MSUS 139'], ['&', 'EAST 146', 'MSUS 448'], ['&', 'EAST 146', 'ARTE 456'], ['&', 'EAST 403', 'OPTH 117'], ['&', 'EAST 403', 'OPTH 352'], ['&', 'EAST 403', 'ANAE 531'], ['&', 'EAST 403', 'ANAE 308'], ['&', 'EAST 403', 'ANAE 331'], ['&', 'EAST 403', 'ANAE 229'], ['&', 'EAST 403', 'MSUS 627'], ['&', 'EAST 403', 'MSUS 139'], ['&', 'EAST 403', 'MSUS 448'], ['&', 'EAST 403', 'ARTE 456'], ['&', 'OPTH 117', 'OPTH 352'], ['&', 'OPTH 117', 'ANAE 531'], ['&', 'OPTH 117', 'ANAE 308'], ['&', 'OPTH 117', 'ANAE 331'], ['&', 'OPTH 117', 'ANAE 229'], ['&', 'OPTH 117', 'MSUS 627'], ['&', 'OPTH 117', 'MSUS 139'], ['&', 'OPTH 117', 'MSUS 448'], ['&', 'OPTH 117', 'ARTE 456'], ['&', 'OPTH 352', 'ANAE 531'], ['&', 'OPTH 352', 'ANAE 308'], ['&', 'OPTH 352', 'ANAE 331'], ['&', 'OPTH 352', 'ANAE 229'], ['&', 'OPTH 352', 'MSUS 627'], ['&', 'OPTH 352', 'MSUS 139'], ['&', 'OPTH 352', 'MSUS 448'], ['&', 'OPTH 352', 'ARTE 456'], ['&', 'ANAE 531', 'ANAE 308'], ['&', 'ANAE 531', 'ANAE 331'], ['&', 'ANAE 531', 'ANAE 229'], ['&', 'ANAE 531', 'MSUS 627'], ['&', 'ANAE 531', 'MSUS 139'], ['&', 'ANAE 531', 'MSUS 448'], ['&', 'ANAE 531', 'ARTE 456'], ['&', 'ANAE 308', 'ANAE 331'], ['&', 'ANAE 308', 'ANAE 229'], ['&', 'ANAE 308', 'MSUS 627'], ['&', 'ANAE 308', 'MSUS 139'], ['&', 'ANAE 308', 'MSUS 448'], ['&', 'ANAE 308', 'ARTE 456'], ['&', 'ANAE 331', 'ANAE 229'], ['&', 'ANAE 331', 'MSUS 627'], ['&', 'ANAE 331', 'MSUS 139'], ['&', 'ANAE 331', 'MSUS 448'], ['&', 'ANAE 331', 'ARTE 456'], ['&', 'ANAE 229', 'MSUS 627'], ['&', 'ANAE 229', 'MSUS 139'], ['&', 'ANAE 229', 'MSUS 448'], ['&', 'ANAE 229', 'ARTE 456'], ['&', 'MSUS 627', 'MSUS 139'], ['&', 'MSUS 627', 'MSUS 448'], ['&', 'MSUS 627', 'ARTE 456'], ['&', 'MSUS 139', 'MSUS 448'], ['&', 'MSUS 139', 'ARTE 456'], ['&', 'MSUS 448', 'ARTE 456']]"
